번호,관리번호,지정일자,해제일자,운영상태,시설명,시설구분,도로명전체주소,소재지전체주소,도로명우편번호,시설위치(지상/지하),시설면적(㎡),최대수용인원,최종수정시점,데이터갱신구분,데이터갱신일자,위도(도),위도(분),위도(초),경도(도),경도(분),경도(초),위도(EPSG4326),경도(EPSG4326),좌표정보X(EPSG5179),좌표정보Y(EPSG5179),시도
14342,4830000-S200400004,2004-03-11,,사용중,벌꿀장 지하주차장 1층,공공용시설,"전라남도 나주시 영산포로 293 (삼영동, 벌꿀모텔)",전라남도 나주시 삼영동 173번지 2호,58264.0,지하,250.0,303,2024-08-13 11:24:42,U,2024-08-15 02:40:00,35,0,21.8,126,42,35.72,35.00602551026516,126.70999790525076,927915.499216,1668181.346559,전라남도
14343,4830000-S201000003,2010-12-29,,사용중,나주시노인복지관별관 지하 1층,공공용시설,"전라남도 나주시 가마태길 38 (용산동, 용산주공아파트)",전라남도 나주시 용산동 64번지 1호,58272.0,지하,303.32,303,2025-03-27 18:52:29,U,2025-03-29 02:40:00,34,59,38.68,126,43,14.49,34.99429626836363,126.72057051405184,928870.077528,1666872.996496,전라남도
14344,4830000-S201100001,2011-01-06,2023-03-29,사용중지,오성빌딩,공공용시설,전라남도 나주시 남평읍 지석로 28,전라남도 나주시 남평읍 63번지,58227.0,지하,104.0,126,2023-04-03 18:52:57,I,2023-07-28 01:14:45,35,2,41.72,126,50,24.11,35.044960606256446,126.8400486515502,939810.849419,1672413.075358,전라남도
14345,4830000-S201100002,2011-01-05,,사용중,새봄아파트 지하주차장 1층,공공용시설,전라남도 나주시 남평읍 남평3로 35 (남평새봄아파트),전라남도 나주시 남평읍 48번지 3호,58227.0,지하,838.0,838,2025-03-27 18:52:29,U,2025-03-29 02:40:00,35,2,40.53,126,50,43.45,35.0443779504899,126.84585889242808,940340.341682,1672344.969514,전라남도
14346,4830000-S201100003,2011-01-05,,사용중,팔마아파트 지하주차장 1층,공공용시설,전라남도 나주시 남평읍 세남로 1546-13 (팔마코이스아파트),전라남도 나주시 남평읍 377번지 1호,58228.0,지하,898.0,898,2025-03-27 18:52:29,U,2025-03-29 02:40:00,35,1,32.86,126,50,3.57,35.02568054717815,126.83362876664424,939211.054858,1670278.819562,전라남도
14347,4830000-S201100006,2011-06-14,,사용중,삼성아파트 지하 1층,공공용시설,"전라남도 나주시 죽림길 71 (죽림동, 삼성아파트)",전라남도 나주시 죽림동 39번지,58254.0,지하,1562.0,1562,2025-03-27 18:52:29,U,2025-03-29 02:40:00,35,1,57.11,126,43,33.34,35.03207628507972,126.72610145597712,929407.308637,1671058.873343,전라남도
14348,4830000-S201100007,2011-06-14,,사용중,호반아파트2차 지하 1층,공공용시설,"전라남도 나주시 대호길 45-17 (대호동, 호반리젠시빌)",전라남도 나주시 대호동 1036번지,58250.0,지하,745.0,745,2025-03-27 18:52:29,U,2025-03-29 02:40:00,35,2,25.24,126,42,59.37,35.04104635153391,126.71711991268047,928595.825876,1672060.047169,전라남도
14349,4830000-S201100008,2011-06-14,,사용중,대방아파트 지하 1층,공공용시설,"전라남도 나주시 대호길 76-8 (대호동, 대방노블랜드1차아파트)",전라남도 나주시 대호동 1020번지,58244.0,지하,3178.0,3178,2025-03-27 18:52:29,U,2025-03-29 02:40:00,35,2,38.63,126,43,9.07,35.04322793382772,126.71819966200464,928696.204342,1672301.213634,전라남도
14350,4830000-S201100009,2011-06-14,,사용중,이창동동사무소 지하1층,공공용시설,"전라남도 나주시 영산포로 182-7 (이창동, 이창동주민센터)",전라남도 나주시 이창동 513번지 1호,58267.0,지하,119.0,119,2025-03-27 18:52:29,U,2025-03-29 02:40:00,34,59,51.27,126,42,37.95,34.99737393156873,126.71030360478692,927935.807874,1667221.667057,전라남도
14351,4830000-S201100012,2011-06-14,,사용중,세원아파트 지하1층,공공용시설,"전라남도 나주시 대기1길 14 (이창동, 세원맨션)",전라남도 나주시 이창동 185번지 6호,58272.0,지하,330.0,330,2025-03-27 18:52:29,U,2025-03-29 02:40:00,34,59,36.4,126,42,48.3,34.9933623783746,126.71361824298714,928234.791579,1666774.40066,전라남도
